06,49,因为引发人道主义危机，西班牙取消向沙特阿拉伯出售激光制导炸弹协议
06,25,沙特8月实施的空袭误伤了多名儿童使得西班牙取消了向其出售400枚激光制导弹的协议
06,28,由于沙特与也门反政府的冲突导致1万多人丧生，西班牙取消了400枚制导炸弹合同
06,34,西班牙取消向沙特售400枚制导弹合同因其误炸儿童
06,31,沙特因空袭误伤平民被迫取消与西班牙签署的导弹合同
06,4,沙特参与空袭也门致平民伤亡，西班牙拒绝向其出售激光制导炸弹
06,42,西班牙国防部取消向沙特出售炸弹的协议
06,17,沙特内乱导致40名儿童死亡，西班牙取消向沙特出售炸弹协议，并可能影响护卫舰出售
06,20,沙特打击反政府武装致数十名平民死亡，引国际社会强烈反应
06,36,因误炸儿童西班牙取消向沙特售400枚制导炸弹合同
06,48,西班牙取消向沙特售400枚制导炸弹合同，起因则是犯下滔天大罪
06,6,西班牙取消向沙特阿拉伯出售炸弹协议
06,18,因袭击事件加剧致死万人西班牙取消向沙特售400枚制导弹合同
06,40,西班牙取消向沙特阿拉伯出售400枚激光制导炸弹，因为沙特空袭违反人道主义
06,15,沙特打击也门反政府武装联军因一次空袭误伤平民，导致西班牙方面取消出售400枚激光制导弹协议。
07,5,美联军在叙利亚境内演习
07,43,在叙东部美国主导进行打击伊斯兰组织的军事演习，已通知俄军
07,16,美主导联军在叙境内进行演习 已预先通知俄军，特朗普表示其他国家不应参与其中
07,21,国际联盟在叙境内进行打击恐怖组织“伊斯兰国”演习
07,24,国际联盟在叙东部开展打击恐极端组织演习，并向俄军通报相关消息
07,29,美主导联军在联合行动区域进行军演 并称俄与伊朗不应参与其中
07,35,美主导国际联盟在叙东部展开防恐演习
07,7,美联军知会俄打击伊斯兰国，演习还是另有所为？
07,50,美军准备在叙东部开展演习 并且不希望俄罗斯和伊朗参与其中
07,19,美国驻叙军队延期，境内演习通知俄军
07,41,美主导联盟7日开始在叙东部开展打击恐极端组织“伊斯兰国”演习
07,14,美军以维护人道主义为由将在叙东部进行演习并预先通知俄军
07,47,美将于7日打击恐怖组织“伊斯兰国”
07,12,美主导联军在叙利亚开展演习，为防误判提前通知俄军
07,39,美国主导的国际联盟在叙利亚东部开展打击恐怖组织演习，预先通知俄军放置误判发生冲突，叙利亚境内美军人数已将近2000人，且将无限期停留
07,1,美軍在敘利亞組織演習
07,9,美国主导国际联盟在叙东进行打击伊斯兰国的演习
07,45,美国主导的国际联盟于7日在叙东部开展打击 恐极端组织“伊斯兰国”演习
07,10,美国主导的国际联盟在叙东部开展打击恐怖组织演习
07,27,美主导国际联盟7日开始将在叙利亚东部开展打击恐怖组织实习
07,3,美主导联军在叙境内演习另有所图
07,33,美国 主导的国际联盟在叙境内组织演习 并承诺不会造成大规模人员丧生
07,22,美在叙开展打击伊斯兰国演习 旨在通知俄军并获得叙战场主动权
07,30,美国主导的国际联盟将开始在叙东部开展打击恐怖极端组织的演习
07,8,恐怖极端组织“伊斯兰国”
07,46,美国主导的联军在叙利亚境内军事演习
07,13,美国主导国际联盟将在叙东部开展军事演习
07,38,美主导国际联盟将在叙东部开展打击伊斯兰国演习
07,32,国际联盟将在叙利亚境内开展打击恐怖组织的演习，为防止误判已向俄军进行了相关通报
07,23,美主导国际联盟宣布演习
07,44,美国在叙利亚演习向俄军通报，将延长驻叙镜美军停留期限
07,11,美主导联军在叙东部进行演习，为防误判发生冲突已通知俄军
07,26,美主导的国际联盟在叙东部军事演习
07,37,美主导联盟在叙东部组织演习
07,2,由美国主导的国际联盟将开展在叙境内演习，不希望俄伊等国干涉
07,49,美主导的国际联盟在叙东部开展演戏，并向俄军通报避免冲突
07,25,美国主导的国际联盟于7日在叙利亚东部演习
07,28,美主导的国际联盟在俄军知情的情况下，在阿特坦夫开展打击恐极端组织演习
07,34,美国主导联军在叙动武进行演习
07,31,美主导国际联军于叙利亚境内演习 并向俄军通报
07,4,美主导国际联盟在叙境内演习 特朗普批准对叙新战略
07,42,美主导的国际联盟将于7日开始在叙东部演习
07,17,美主导国际联盟开展演习，将继续停留叙境内，斥责俄伊不应参与
07,20,美主导联盟在叙东部开展演习，驻叙美军停留期限将无限延长
07,36,美主导联军在叙境内进行演习  预备实施新战略
07,48,美主导联军在叙境内进行演习，阻止俄军和伊朗参与
07,6,美主导国际联盟在叙境内演习 强调俄伊不应参与
07,18,美主导联军在叙境内进行演习并延长了驻叙境内美军的停留期限 已预先通知俄军
07,40,美国主导联军将在叙境内进行演习，特朗普宣称不会犯下人道主义错误
07,15,美国在叙开展打击极端组织演习，并预先事先通知俄军;同时特普朗批准对叙新战略.
09,5,东方-2018演习期间千岛群岛不会有任何军事行动
09,43,俄参谋长表示东方演习期间不会对千岛群岛有任何军事行动，中方也会参加
09,16,俄总参谋长:“东方”大军演不会涉及到千岛群岛，中方将在8月，9月间参与演练
09,21,俄军事演习有中蒙军队参加，不会对千岛地区有军事行动
09,24,在进行最大规模的演习“东方-2018”，千岛群岛不会有任何军事行动
09,29,俄总参谋长称“东方”军演不会涉及到千岛群岛问题 中方也将参与
09,35,俄方武装力量参谋长称：“东方-2018”演习不会涉及千岛群岛地区
09,7,俄总参谋长表示“东方2018”军演不涉及千岛群岛
09,50,俄总参谋长称“东方”演习期间不会在千岛群岛有任何军事行动
09,19,俄罗斯进行最大规模演习
09,41,37年以来规模最大的一次演习“东方-2018”演习，千岛群岛地区将不会有任何军事行动。
09,14,俄总参谋长：“东方-2018”演习规模空前、不会涉及千岛群岛，中国军队于8月下旬参加
09,47,俄总参谋长：军事行动将不涉及千岛群岛
09,12,俄罗斯将在中国进行演习，不会涉及千岛群岛，此后中国在俄也将参加演习
09,39,俄总参谋长长表示，“东方-2018”大演习期间，千岛群岛地区不会有军事行动；本次演习规模宏大，中国也将参加。
09,1,中俄雙方聯合軍演
09,9,俄方表示在东方-2018演习过程中千岛群岛不会有军事行动中方也会参加演习
09,45,俄罗斯总参谋长表示。“东方——2018”演习期间，千岛群岛地区不会有任何军事活动
09,10,东方2018演习不涉及千岛群岛
09,27,俄报道：东方大军演不会涉及千岛群岛
09,3,俄总参谋长：“东方”大军演不会涉及到千岛群岛，中俄双方都将参加演习
09,33,俄罗斯“东方”演习期间不会发生任何战斗行动，中方也会派人参与联合演习
09,22,俄方：东方-2018军演不会波及千岛群岛
09,30,“东方2018”大军演期间，千岛群岛不会有任何军事活动
09,8,37年以来规模最大的一次演习。
09,46,俄军队展开“东方”军演，称不涉及千岛群岛地区
09,13,千岛群岛由于“东方-2018”演习不会有俄方的军事行动
09,38,俄方宣布东方演习期间千岛群岛地区不会出现军事行动 中方也将参加
09,32,中国军队将参加37年来规模最大的俄方军演，该军演将不会涉及千岛群岛
09,23,俄举办军事演习，中蒙分队也将参加
09,44,中国军队将参加俄“东方-2018”战略演习
09,11,俄总参谋长表示：“东方”大军演不会涉及到千岛群岛
09,26,俄总参谋长：“东方-2018”演习不会涉及到千岛群岛
09,37,俄总参谋长：“东方-2018”演习期间 千岛群岛不会有军事行动
09,2,俄军演即将展开，不涉及军事行动，并有中蒙阶段性加入
09,49,东方-2018演习期间千岛群岛地区不会有任何军事行动，此次演习规模大，且有中蒙分队参加
09,25,“东方-2018”演习是37年以来规模最大的一次演习
09,28,俄总参谋长表示中国参加的最大规模的‘东方-2018’演习不会涉及千岛群岛
09,34,俄总参谋长表示千岛群岛地区不会有任何军事行动
09,31,俄方参谋长声称：“东方”演习不涉及千岛群岛地区
09,4,中俄联合军演规模巨大 但不产生任何战斗行动
09,42,俄罗斯在“东方-2018”演习期间，不会在千岛群岛地区有任何军事行动
09,17,俄37年来规模最大演习举行不会影响千岛群岛，中蒙将会参与
09,20,俄方进行37年规模最大演习，称不会涉及千岛群岛地区
09,36,俄总参谋长:“东方”大军演不会涉及到千岛群岛
09,48,俄总参谋长:“东方”大军演不会涉及到千岛群岛
09,6,东方演习 千岛群岛不会有军事行动
09,18,俄总参谋长表示本次“东方”军演不会涉及到千岛群岛 此次演习是37年来规模最大的一次
09,40,俄方表示“东方-2018”演习期间，千岛群岛地区不会有任何军事行动
09,15,中国军队参加37年来最大一次“东方-2018”’演习某一阶段；同时俄总参谋长表示此次军演对千岛地区不会有任何军事行动。
01,5,北约台风战机恢复在爱沙尼亚飞行
01,43,2004年后北约国家轮流执行波罗的海的国家的领空的保护任务
01,16,德国空军恢复在爱沙尼亚上空训练
01,21,德军执行保护波罗的海任务
01,24,北约国家飞机轮流执行波罗海国家领空的保护任务
01,29,德军执行空域任务 北约战机可以在爱沙尼亚飞行
01,35,德方空军担任重任 误射导弹且至今并未找到
01,7,德国当先，北约各国重启波罗的海领空保护任务
01,50,“台风”任务重新恢复 德军在波罗的海重新飞行训练
01,19,德军战机在波罗的海国家巡航
01,41,德军将执行波罗的海国家领空的保护任务
01,14,德国空军接替法国执行爱沙尼亚空中巡逻任务
01,47,德军将在爱沙尼亚进行训练飞行
01,12,德军重新进行低空训练飞行
01,39,因波罗的海国家无适合巡逻战斗机，北约战机轮流执行保护任务；德军空军执行保护波罗的海国家空域任务，不会影响居民点
01,1,德國空軍的“颱風”戰鬥機恢復飛行
01,9,德军空军执行保护波罗的海任务的战斗机进行低空训练飞行
01,45,德国空军的“台风”战斗机将在爱沙尼亚空域进行飞行训练
01,10,北约战斗机在爱沙尼亚低空训练飞行
01,27,“台风”战斗机重新在爱沙尼亚上空进行每日低空训练飞行
01,3,德军担负重任 “台风”重新在爱沙尼亚低空训练飞行
01,33,德军“台风”恢复在爱沙尼亚飞行，继续保护北约领空
01,22,“台风”导弹误射后 德军战机重新肩负北约巡航任务
01,30,因西班牙空军战斗机误射一枚中距空空导弹，北约波罗的海国家空域保护任务框架内所有飞行暂停
01,8,低空大致是不低于152米。
01,46,北约战机执行波罗的海国家的领空保护任务
01,13,德国战斗机执行空域保护任务在爱沙尼亚上空训练飞行
01,38,德军台风战斗机重新飞行
01,32,波罗的海空军巡逻依靠北约，因误射导弹而停摆的战机近日恢复飞行
01,23,德国空军执行北约在波罗的海国家领空的保护任务
01,44,德国接替法国，负责对波罗的海空域保护任务
01,11,德空军恢复保护波罗的海任务，每日在爱沙尼亚飞行
01,26,德空军“台风”战斗机在爱沙尼亚飞行 肩负保护波罗的海国家空域任务
01,37,北约重启爱沙尼亚地区战机飞行
01,2,德军战机重回爱沙尼亚训练飞行
01,49,德国空军执行保护波罗的海国家领空保护任务
01,25,“台风”战斗机重新再爱沙尼亚上空低空训练飞行，不会违反爱沙尼亚法律
01,28,由于西班牙空军‘台风’战斗机误射中距空空导弹，担负保护海国空域任务的德国重新在爱沙尼亚飞行
01,34,北约战机恢复在爱沙尼亚飞行
01,31,北约战机恢复爱沙尼亚地区飞行 共同担任保护任务
01,4,德军机保护波罗的海国家空域 低空训练飞行即将展开
01,42,德“台风”战机重新在爱shape尼亚训练
01,17,德空军“台风”战机接替法国执行保护波罗海国家领空重任
01,20,德空军将在爱沙尼亚空域低空训练飞行
01,36,德军担负重任 北约战机恢复在爱沙尼亚飞行
01,48,德军担负重任 北约战机恢复在爱沙尼亚飞行
01,6,北约战机恢复爱沙尼亚地区飞行
01,18,德空军的“台风”战机重新在爱沙尼亚进行空训 执行波罗的海国家的领空保护任务
01,40,德军担负重任，北约战机恢复在爱沙尼亚飞行
01,15,自2004年4月起北约国家飞机轮流执行波罗的海国家领空保护任务，此前因西班牙战斗机误射导弹暂停任务，9月德国重启领空保护任务.
02,5,美违反《中导条约》发展新型中程导弹旨在克制俄罗斯
02,43,美国陆军研发中程导弹对抗中俄，不惜违法中导条约
02,16,美陆军正在发展射程达1000英里的新型中程导弹
02,21,美军违反《中导条约》，发展中程导弹
02,24,美军制作新型中程导弹以克制中俄，恐违反《中导条约》
02,29,美违反《中导条约》发展中程导弹 旨在克制中俄
02,35,美方公然违反《中导条约》 发展中程导弹克制中俄
02,7,不顾中导条约，美欲发展新中程导弹
02,50,美军计划发射新型中程导弹
02,19,美陆军发展中程导弹违反中导条约
02,41,美国陆军正在发展射程达1000英里的新型中程导弹
02,14,美为克制中俄“反介入/区域拒止”战略违反《中导条约》，发展新型中程导弹
02,47,美撕毁《中导条约》发展新型中程导弹
02,12,美军重操旧业发展新型中程导弹技术克制中俄
02,39,美军研发更强的远程火力以克制中俄，不惜冒违反《中导条约》的政治外交风险
02,1,美國陸軍發展新型中程導彈
02,9,美军发射射程达1000英里的新型中程导弹，克制俄罗斯和中国
02,45,美国陆军开始重操旧业，发展新型中程导弹技术，将引发违反《中导条约》的政治外交风险
02,10,美国陆军正在发展射程达1000英里的导弹
02,27,美陆军发射新型中程导弹，或将违反《中导条约》
02,3,美陆军重操旧业，冒违反《中导条约》风险发展中程导弹克制中俄
02,33,美陆军冒违反《中导条约》外交风险发展中程导弹
02,22,美欲违反《中导条约》研发新型中程导弹克制中俄
02,30,美国陆军重操旧业发展新型中程导弹技术企图遏制中俄
02,8,高超音速导弹是高成本的“精致弹药”
02,46,美陆军发展新型中程导弹克制中俄
02,13,为牵制中俄美军重新发展新型中程导弹
02,38,美陆军法神高射程导弹以克制中俄
02,32,为遏制中俄，美军不惜违反美苏《中导条约》发射新型中程导弹
02,23,美发展新型中程导弹
02,44,美军重操旧业发展导弹技术，违反条约，将引发政治外交风险
02,11,美冒违反《中导条约》风险发展新型中程导弹
02,26,美陆军发展新型中程导弹，违反《中导条约》
02,37,美违反《中导条约》风险发展中程导弹克制中俄
02,2,美军冒险研制中程导弹，为克制中俄不惜违反《中导条约》
02,49,美违反《中导条约》政治外交风险重操旧业发展新型中程导弹技术，旨在克制俄中“反介入/区域巨止”战略
02,25,美国陆军发展新型中程导弹技术，但还面临技术和成本障碍
02,28,美冒违反《中导条约》风险研制中远程精度杀伤力导弹克制中俄
02,34,美陆军火力已和海空军火力平起平坐，但新型中程导弹还面临技术和成本障碍
02,31,美国反战导弹技术 或违反《中导条约》
02,4,美发展中程导弹克制中俄 政治外交风险巨大
02,42,美军正在发展射程达1000英里的新型中程导弹
02,17,美为克制中俄违反《中导条约》发展新型中程导弹
02,20,美军发展新型中程导弹，将中程精确杀伤火力提至首位
02,36,美冒违反《中导条约》风险发展中程导弹克制中俄
02,48,美冒违反《中导条约》风险发展中程导弹克制中俄，在技术和成本方面尚未成熟
02,6,美发展新中程导弹克制中俄 或违反《中导条约》
02,18,美正在发展新型中程导弹以克制中俄 此举或将违反《中导条约》
02,40,美军重操旧业，发展新型中程导弹技术，将引发违反《中导条约》的政治外交风险
02,15,美国发展新型中程导弹技术违反美苏《中导条约》,意在制裁中俄战略。
17,5,詹姆斯说唱遭嘲讽
17,43,詹姆斯说唱水平被吐槽，本人亲自反驳
17,16,班巴嘲讽勒布朗唱功，两人掐架？
17,21,班巴嘲讽詹姆斯说唱，詹姆斯不服并回应
17,24,班巴讽刺篮球明星勒布朗说唱水平，勒布朗不以为意
17,29,詹皇说唱遭吐槽 反击：我唯一的问题就是没有嗨起来
17,35,篮球第一人詹皇发布单曲，惨被调侃说唱差劲
17,7,班巴嘲讽詹皇说唱,詹皇：我歌词牛X
17,50,詹皇说唱差还被调侃
17,19,班巴调侃詹皇说唱烂，詹皇表示不服气
17,41,詹皇被嘲讽说唱烂不服气：没听我的歌词多牛X？
17,14,魔术新秀嘲笑詹皇说唱，詹皇表示很无辜
17,47,詹皇说唱遭大家善意嘲笑
17,12,詹皇被班巴嘲讽不服气，很满意歌词
17,39,勒布朗詹姆斯七年前录制单曲发布，说唱水平自我满足却遭一致吐槽
17,1,班巴嘲諷詹姆斯七年前的單曲
17,9,班巴嘲笑詹姆斯，詹姆斯满意自己的歌词
17,45,詹皇被取笑唱功不好但本人并不介意
17,10,勒布朗詹姆斯与凯文杜兰特录制的单曲发布但遭到吐槽
17,27,班巴若调侃杜兰特
17,3,詹皇说唱单曲被嘲讽，詹皇表示不服气
17,33,最强篮球运动员詹皇无谓说唱被嘲讽
17,22,詹皇说唱遭嘲讽：我的歌词只为感谢我的母亲！
17,30,勒布朗詹姆斯的说唱被质疑表示不服气
17,8,班巴嘲笑勒布朗-詹姆斯
17,46,班巴当面嘲讽詹皇唱功
17,13,詹皇被吐槽说唱水平还不服
17,38,勒布朗说唱遭班巴吐槽
17,32,魔术新秀当面嘲讽，詹皇不为所动
17,23,班巴曹峰勒布朗说唱水平
17,44,勒布朗说唱遭班巴嘲讽，但并不介意
17,11,詹皇被嘲讽说唱烂但并不介意
17,26,说唱勒布朗上线遭吐槽 心态好不怕被怼
17,37,勒布朗说唱遭嘲讽表不服：我那歌的歌词多牛X
17,2,詹姆斯说唱被嘲心态依旧 七年老歌情怀仍在
17,49,勒布朗不服被嘲笑说唱水平
17,25,勒布朗录制的单曲时隔七年发布，但说唱水平遭到了班巴吐槽。
17,28,詹皇满意自己的感谢母亲歌词，不介意说唱遭班巴吐槽。
17,34,詹皇和杜兰特合唱单曲赞颂目前，并不在意班巴嘲笑自己说唱水平差
17,31,詹姆斯被调侃说唱烂 但自称感觉很牛X
17,4,詹姆斯新歌发布 唱功遭班巴吐槽
17,42,勒布朗与凯文曾录制的单曲时隔七年终发布
17,17,詹皇单曲遭嘲讽，不服表示歌词牛X，感恩过去
17,20,詹姆斯被槽说唱，詹皇表示自己十分满意
17,36,詹皇被嘲讽说唱烂不服气:没听见我的歌词多牛X?
17,48,詹皇被讽，老杜你也敢讽吗？
17,6,詹皇被嘲讽说唱烂：自认歌词牛X
17,18,勒布朗说唱水平遭吐槽 但自身很满意歌词
17,40,詹皇说唱水平遭质疑，詹皇反驳：歌词牛X
17,15,詹姆斯遭班巴调侃说唱技术水平低。
12,5,纳达尔缺阵戴杯，法国有望卫冕
12,43,戴杯法国队长表示纳达尔缺阵带来了改变，有了赢得希望
12,16,男子网球团体赛世界杯半决赛，法国队长表示，西班牙主将缺阵改变一切
12,21,纳达尔因伤缺席，法国有机会夺冠
12,24,纳达尔将缺阵半决赛，比赛结果未知
12,29,戴杯法国队长：西班牙主将缺阵 我们有机会了
12,35,戴杯法国队长诺阿：纳达尔缺阵改变一切 我们拥有更多机会
12,7,纳达尔缺席法国必胜？布鲁格拉：谨慎对待
12,50,纳达尔缺阵使西班牙止步半决赛
12,19,纳达尔缺阵改戴杯局势，法国队或胜算增加
12,41,戴杯法国队长：西班牙主将缺席 我们有机会了
12,14,纳达尔缺席戴杯，法国队长阿诺表示:我们有希望了
12,47,纳达尔缺阵让法国对看到希望
12,12,戴杯法国队长表示，纳达尔的缺阵让我们有了更多机会
12,39,纳达尔因伤缺阵使西班牙队陷入困境，法国队面临机遇
12,1,法國隊長表示納達爾的缺陣影響重大
12,9,法国队表示因为西班牙队缺席纳达尔，他们有机会
12,45,法国队长阿诺扬言，西班牙主将纳达尔缺阵，我们有机会赢
12,10,纳达尔缺场世界组半决赛
12,27,法国队队长表示，西班牙队主将缺席改变了一切
12,3,戴杯法国队长:纳达尔缺阵改变一切 我们拥有更多机会赢得冠军
12,33,西班牙主将纳达尔缺阵，法国队迎来更多的机会
12,22,纳达尔缺阵：法国和西班牙将迎来势均力敌的较量
12,30,法国男子网球团体队长表示西班牙主将纳达尔缺阵改变一切
12,8,法国在去年第十次赢得戴维斯杯冠军
12,46,纳达尔因伤缺战，法西队长均称有重大影响
12,13,纳达尔因伤缺席戴维斯杯，法国队有更多机会了。
12,38,阿诺表示纳达尔的缺席改变了局势
12,32,“红土之王”纳达尔缺席戴维斯杯，半决赛形势扑朔迷离
12,23,西班牙队纳达尔缺阵，法国队获胜机会增加
12,44,西班牙纳达尔的缺席将改变冠军得主
12,11,戴杯法国队长：纳达尔的缺席将带来机会
12,26,戴维斯杯法国队长：纳达尔缺阵改变一切
12,37,戴维斯男团半决赛 纳达尔膝伤无缘本场较量
12,2,纳达尔因伤缺席戴维斯杯 法西对阵局势发生重大改变
12,49,法国队表述，对手西班牙主将的缺阵是他们有机会反败为胜
12,25,纳达尔缺席此次网球团体赛，对比赛影响很大
12,28,戴杯法国队长:纳达尔缺阵改变一切 ，我们拥有更多的机会了
12,34,纳达尔缺阵让法国队有了机会，法队长诺阿称其缺阵改变了一切
12,31,戴维斯杯法国队长：纳达尔缺阵改变一切 我们需要去适应
12,4,纳达尔缺阵戴维斯杯 西班牙对阵法国“尽力去拼”
12,42,法网球队长诺阿表示纳达尔的缺阵将影响比赛结果
12,17,“红土之王”退赛，法西两队队长认为改变了一切
12,20,戴维斯杯男网将开展，诺阿：纳达尔缺阵改变一切
12,36,戴杯法国队长:纳达尔缺阵改变一切 我们有机会了
12,48,戴杯法国队长纳达尔缺阵，一切都变得不一样了
12,6,纳达尔缺席戴维斯杯改变一切 法称有机会了
12,18,纳达尔缺阵戴杯 法国队长诺阿表示：我们有机会了
12,40,戴维斯杯比赛中，纳达尔的缺阵改变了一切。
12,15,纳达尔因膝伤缺阵戴维斯杯
11,5,费德勒和耐克24年合作结束
11,43,费德勒表示与耐克的合同有分歧还有很多问题需要解决
11,16,费德勒与耐克分手，小三是优衣库。
11,21,费德勒由于分歧与耐克解约，签约优衣库
11,24,费德勒结束与耐克合作，与优衣库签署新合同
11,29,费德勒终止与耐克的合作关系：与优衣库签订合同
11,35,费德勒公开其与耐克的分歧：15年前谈判已经变得艰难
11,7,费德勒转投优衣库怀抱，爆出与耐克分歧
11,50,费德勒与耐克合同到期 重新签约优衣库
11,19,费德勒公开与耐克分歧，与优衣库合作充满希冀
11,41,费德勒和耐克结束合作关系 与优衣库签下新合同
11,14,费德曼与耐克合作终止牵手优衣库，并和前者分手不愉快
11,47,费德勒和耐克结束合作 优衣库喜获
11,12,费德勒与耐克终止24年合作关系，期待与优衣库的新合作
11,39,费德勒与优衣库展开合作，坦言十年前就与耐克有分歧
11,1,費德勒與耐克合同結束，轉投優衣庫
11,9,费德勒终止与耐克的合作，与优衣库进行合作
11,45,费德勒和耐克24年的合作关系结束，并与优衣库签下了一份10年3亿美元的新合同
11,10,费德勒公开他与耐克分歧
11,27,费德勒和耐克之间的24年的合作关系结束了
11,3,费德勒与耐克合作关系破裂，双方分歧第一次被公开：矛盾早已产生
11,33,费德勒和耐克合同到期，尝试和优衣库进行新的合作
11,22,费德勒与耐克结束24年合同，与优衣库签下10年大单
11,30,费德勒结束了与耐克24年合作关系，与优衣库签下10年3亿美元的合同
11,8,费德勒与优衣库签下新合同
11,46,费德勒结束与耐克合约并转签优衣库
11,13,费德勒结束与耐克的合作，与优衣库签合同
11,38,费德勒改签优衣库，与耐克合作终止
11,32,费德勒与优衣库开展合作，对前合作伙伴耐克颇具微词
11,23,费德勒结束与耐克合作，签约优衣库
11,44,费德勒与耐克合作结束，与优衣库达成新合作
11,11,费德勒结束与耐24年的合作与优衣库签下新合同
11,26,费德勒和耐克合作到期 与优衣库签下新合同
11,37,费德勒结束与耐克合作关系 首次公开分歧
11,2,费德勒结束与耐克的合作 开启与优衣库的新篇章
11,49,费德勒公开他与耐克的分歧，分歧持续十年之久。
11,25,费德勒与耐克结束24年的合作关系并与优衣库签约
11,28,费德勒认为与耐克结束合作关系，与优衣库签约是合理的
11,34,费德勒公开与耐克分歧并结束24年合作关系，与优衣库签订新合同
11,31,费德勒谈与耐克合作分歧 已与优衣库签订新合同
11,4,费德勒结束与耐克合作转投优衣库-是继续前进的时候了
11,42,费德勒和耐克合作结束
11,17,费德勒与优衣库签订合同，坦承同耐克分歧
11,20,费德勒结束与耐克合作，转投优衣库
11,36,费德勒公开与耐克分歧
11,48,费德勒公开与耐克分歧，迎接与优衣库的新合同
11,6,费德勒结束与耐克合作转优衣库：公开与耐克分歧
11,18,费德勒结束与耐克的合作，与优衣库签订新合同 并公开表示他与耐克十年前就存在分歧
11,40,费德勒结束与耐克的24年合作关系并公开与耐克的分歧
11,15,费德勒和耐克合同到期同时第一次公开了他们之间分歧，并签下优衣库新的合同
18,5,赵继伟受伤牵动大家的心
18,43,辽篮抵达西班牙，第一时间看望在马德里恢复的赵继伟
18,16,赵继伟受伤，俱乐部及队员第一时间看望
18,21,赵继伟受伤手术，辽篮经理和教练探望
18,24,辽篮队员抵达马德里，俱乐部代表探望赵继伟，
18,29,辽篮赵继伟负伤 李洪庆等代表球队看望赵继伟
18,35,郭士强代表球队看望赵继伟 手术恢复非常成功
18,7,辽篮总经理总教练抵西班牙即看望赵继伟
18,50,球队关心赵继伟伤病
18,19,辽篮去往马德里看望赵继伟伤情
18,41,赵继伟于马德里进行康复 辽篮总经理和主教练前往看望
18,14,辽篮抵西班牙第一件事，总经理和总教练看望赵继伟
18,47,赵继伟手术成功 正逐渐恢复
18,12,辽篮及所有队友十分惦记赵继伟，并叮嘱好好养伤
18,39,辽篮俱乐部李洪庆和郭士强代表队员看望赵继伟
18,1,辽篮俱乐部看望受伤的赵继伟
18,9,赵继伟受伤牵动辽篮队员的心，赵继伟手术成功
18,45,辽篮俱乐部所有队员十分惦记受伤的赵继伟，辽篮俱乐部李洪庆和郭士强落地西班牙第一时间探望赵继伟
18,10,赵继伟的伤情一直牵动球迷的心
18,27,赵继伟手术非常成功
18,3,辽篮抵西班牙训练 郭士强代表球队第一时间看望赵继伟
18,33,辽篮抵西班牙后，李洪庆和郭士强第一时间看望受伤的赵继伟
18,22,赵继伟赛后恢复良好
